account_id,customer_id,account_type,balance,credit_limit,status,created_at,updated_at
CC59068969,CID1000021,Credit Card,9939.92,150000.0,INACTIVE,2023-04-15 10:42:37.437378,2025-05-27 10:42:37.437380
SAV28873315,CID1000022,Savings,52179.46,,INACTIVE,2023-05-25 10:42:37.437387,2025-05-27 10:42:37.437389
CC25592223,CID1000022,Credit Card,97204.62,150000.0,ACTIVE,2023-07-28 10:42:37.437392,2025-05-27 10:42:37.437394
SAV29842797,CID1000023,Savings,70761.05,,INACTIVE,2025-02-12 10:42:37.437398,2025-05-27 10:42:37.437400
CC98035592,CID1000023,Credit Card,145523.78,100000.0,INACTIVE,2023-05-02 10:42:37.437404,2025-05-27 10:42:37.437406
SAV47984496,CID1000024,Savings,168683.11,,INACTIVE,2024-02-21 10:42:37.437411,2025-05-27 10:42:37.437413
CC72036119,CID1000024,Credit Card,133231.3,150000.0,ACTIVE,2024-02-12 10:42:37.437417,2025-05-27 10:42:37.437419
SAV79089092,CID1000025,Savings,25988.19,,ACTIVE,2024-09-26 10:42:37.437422,2025-05-27 10:42:37.437424
CC57602650,CID1000025,Credit Card,107484.72,100000.0,INACTIVE,2023-02-28 10:42:37.437428,2025-05-27 10:42:37.437430
SAV40087112,CID1000026,Savings,67520.48,,INACTIVE,2023-07-16 10:42:37.437434,2025-05-27 10:42:37.437435
CC33206947,CID1000026,Credit Card,62214.16,100000.0,INACTIVE,2024-03-10 10:42:37.437440,2025-05-27 10:42:37.437441
SAV38750957,CID1000027,Savings,124694.57,,INACTIVE,2024-01-25 10:42:37.437445,2025-05-27 10:42:37.437447
CC58696234,CID1000027,Credit Card,114892.35,100000.0,ACTIVE,2023-11-26 10:42:37.437451,2025-05-27 10:42:37.437453
SAV43860586,CID1000028,Savings,146099.37,,ACTIVE,2024-01-31 10:42:37.437456,2025-05-27 10:42:37.437458
CC20814338,CID1000028,Credit Card,45711.22,50000.0,ACTIVE,2024-12-09 10:42:37.437462,2025-05-27 10:42:37.437464
SAV22708685,CID1000029,Savings,63861.18,,INACTIVE,2022-10-07 10:42:37.437467,2025-05-27 10:42:37.437470
CC36309138,CID1000029,Credit Card,82247.14,50000.0,ACTIVE,2025-01-01 10:42:37.437474,2025-05-27 10:42:37.437476
SAV33900380,CID1000030,Savings,76388.81,,INACTIVE,2023-09-25 10:42:37.437479,2025-05-27 10:42:37.437481
CC63850750,CID1000030,Credit Card,116140.46,50000.0,ACTIVE,2023-12-25 10:42:37.437485,2025-05-27 10:42:37.437487
SAV99427610,CID1000031,Savings,170934.7,,INACTIVE,2024-03-16 10:42:37.437491,2025-05-27 10:42:37.437493
CC66422638,CID1000031,Credit Card,71393.94,150000.0,ACTIVE,2025-02-12 10:42:37.437497,2025-05-27 10:42:37.437498
SAV39057841,CID1000032,Savings,20798.11,,ACTIVE,2024-03-05 10:42:37.437502,2025-05-27 10:42:37.437505
CC53958902,CID1000032,Credit Card,108303.49,50000.0,INACTIVE,2023-07-06 10:42:37.437509,2025-05-27 10:42:37.437511
SAV52388963,CID1000033,Savings,103293.59,,INACTIVE,2023-03-18 10:42:37.437514,2025-05-27 10:42:37.437517
CC40062280,CID1000033,Credit Card,57587.05,50000.0,INACTIVE,2025-01-09 10:42:37.437520,2025-05-27 10:42:37.437522
SAV22886215,CID1000034,Savings,12562.85,,ACTIVE,2022-11-12 10:42:37.437526,2025-05-27 10:42:37.437528
CC99264739,CID1000034,Credit Card,49770.98,50000.0,ACTIVE,2022-09-04 10:42:37.437532,2025-05-27 10:42:37.437534
SAV29772275,CID1000035,Savings,16285.05,,INACTIVE,2024-09-08 10:42:37.437538,2025-05-27 10:42:37.437540
CC45062239,CID1000035,Credit Card,89084.07,50000.0,ACTIVE,2025-02-08 10:42:37.437544,2025-05-27 10:42:37.437546
SAV36686484,CID1000036,Savings,132622.17,,ACTIVE,2024-08-11 10:42:37.437550,2025-05-27 10:42:37.437552
CC94399116,CID1000036,Credit Card,102822.91,150000.0,ACTIVE,2024-04-29 10:42:37.437556,2025-05-27 10:42:37.437558
SAV21194297,CID1000037,Savings,126081.68,,INACTIVE,2023-09-14 10:42:37.437561,2025-05-27 10:42:37.437563
CC43552320,CID1000037,Credit Card,131217.99,150000.0,ACTIVE,2023-08-21 10:42:37.437567,2025-05-27 10:42:37.437569
SAV85564293,CID1000038,Savings,22059.69,,ACTIVE,2025-01-16 10:42:37.437575,2025-05-27 10:42:37.437577
CC28760200,CID1000038,Credit Card,104994.97,150000.0,ACTIVE,2023-09-08 10:42:37.437581,2025-05-27 10:42:37.437584
SAV17690126,CID1000039,Savings,153922.25,,ACTIVE,2023-02-19 10:42:37.437587,2025-05-27 10:42:37.437589
CC33342337,CID1000039,Credit Card,134783.07,150000.0,ACTIVE,2022-09-23 10:42:37.437593,2025-05-27 10:42:37.437596
SAV41260229,CID1000040,Savings,120542.97,,INACTIVE,2023-05-02 10:42:37.437599,2025-05-27 10:42:37.437601
CC24916871,CID1000040,Credit Card,61112.48,150000.0,ACTIVE,2023-08-30 10:42:37.437605,2025-05-27 10:42:37.437607
SAV26881340,CID1000041,Savings,7693.08,,ACTIVE,2022-11-08 10:42:37.437611,2025-05-27 10:42:37.437612
CC39571828,CID1000041,Credit Card,19330.66,50000.0,INACTIVE,2023-07-21 10:42:37.437616,2025-05-27 10:42:37.437618
SAV89841861,CID1000042,Savings,39849.31,,INACTIVE,2023-12-28 10:42:37.437622,2025-05-27 10:42:37.437624
CC64771550,CID1000042,Credit Card,110519.29,50000.0,ACTIVE,2023-08-12 10:42:37.437628,2025-05-27 10:42:37.437630
SAV84865579,CID1000043,Savings,112348.37,,ACTIVE,2024-04-18 10:42:37.437634,2025-05-27 10:42:37.437636
CC11588953,CID1000043,Credit Card,105853.96,50000.0,INACTIVE,2024-08-01 10:42:37.437640,2025-05-27 10:42:37.437642
SAV65457488,CID1000044,Savings,38406.6,,INACTIVE,2023-07-01 10:42:37.437646,2025-05-27 10:42:37.437648
CC72861471,CID1000044,Credit Card,85679.07,150000.0,ACTIVE,2024-03-29 10:42:37.437651,2025-05-27 10:42:37.437653
SAV11432987,CID1000045,Savings,142625.52,,ACTIVE,2023-09-14 10:42:37.437657,2025-05-27 10:42:37.437659
CC29733630,CID1000045,Credit Card,124101.72,50000.0,INACTIVE,2024-08-05 10:42:37.437662,2025-05-27 10:42:37.437665
SAV46376840,CID1000046,Savings,183452.12,,ACTIVE,2023-09-06 10:42:37.437668,2025-05-27 10:42:37.437670
CC96242608,CID1000046,Credit Card,80566.43,150000.0,INACTIVE,2024-10-12 10:42:37.437674,2025-05-27 10:42:37.437676
SAV84237651,CID1000047,Savings,42940.53,,ACTIVE,2023-02-21 10:42:37.437682,2025-05-27 10:42:37.437685
CC94282555,CID1000047,Credit Card,14022.29,150000.0,INACTIVE,2023-10-18 10:42:37.437691,2025-05-27 10:42:37.437694
SAV29231302,CID1000048,Savings,27497.61,,INACTIVE,2024-07-11 10:42:37.437702,2025-05-27 10:42:37.437704
CC42822527,CID1000048,Credit Card,108969.21,100000.0,ACTIVE,2024-11-14 10:42:37.437707,2025-05-27 10:42:37.437709
SAV59028333,CID1000049,Savings,39182.73,,INACTIVE,2024-05-03 10:42:37.437713,2025-05-27 10:42:37.437715
CC61113789,CID1000049,Credit Card,24561.24,150000.0,ACTIVE,2024-03-18 10:42:37.437718,2025-05-27 10:42:37.437721
SAV43650094,CID1000050,Savings,11903.47,,ACTIVE,2023-01-13 10:42:37.437724,2025-05-27 10:42:37.437726
CC52945283,CID1000050,Credit Card,12370.75,50000.0,ACTIVE,2024-02-17 10:42:37.437730,2025-05-27 10:42:37.437732
SAV50506354,CID1000051,Savings,198891.76,,INACTIVE,2023-06-17 10:42:37.437736,2025-05-27 10:42:37.437738
CC74623941,CID1000051,Credit Card,60995.44,100000.0,ACTIVE,2024-03-29 10:42:37.437744,2025-05-27 10:42:37.437748
SAV38369638,CID1000052,Savings,161683.85,,ACTIVE,2022-09-05 10:42:37.437754,2025-05-27 10:42:37.437758
CC56403038,CID1000052,Credit Card,37161.76,150000.0,INACTIVE,2024-03-10 10:42:37.437769,2025-05-27 10:42:37.437771
SAV23762656,CID1000053,Savings,110299.36,,INACTIVE,2024-11-22 10:42:37.437775,2025-05-27 10:42:37.437777
CC98852753,CID1000053,Credit Card,130845.28,50000.0,ACTIVE,2024-10-03 10:42:37.437780,2025-05-27 10:42:37.437782
SAV81172873,CID1000054,Savings,176062.43,,ACTIVE,2024-07-07 10:42:37.437789,2025-05-27 10:42:37.437791
CC20800919,CID1000054,Credit Card,88000.39,100000.0,INACTIVE,2024-05-21 10:42:37.437795,2025-05-27 10:42:37.437797
SAV38720620,CID1000055,Savings,154722.8,,INACTIVE,2023-05-21 10:42:37.437801,2025-05-27 10:42:37.437803
CC47590738,CID1000055,Credit Card,46128.13,50000.0,ACTIVE,2023-10-05 10:42:37.437807,2025-05-27 10:42:37.437809
SAV51039626,CID1000056,Savings,10813.41,,INACTIVE,2025-02-03 10:42:37.437812,2025-05-27 10:42:37.437814
CC50459271,CID1000056,Credit Card,68859.69,50000.0,INACTIVE,2024-05-24 10:42:37.437818,2025-05-27 10:42:37.437820
SAV14929691,CID1000057,Savings,101477.88,,INACTIVE,2024-06-09 10:42:37.437824,2025-05-27 10:42:37.437826
CC91970717,CID1000057,Credit Card,35038.18,100000.0,INACTIVE,2023-05-22 10:42:37.437829,2025-05-27 10:42:37.437831
SAV66356931,CID1000058,Savings,152215.19,,INACTIVE,2022-09-16 10:42:37.437835,2025-05-27 10:42:37.437837
CC96408831,CID1000058,Credit Card,13757.96,50000.0,ACTIVE,2023-04-13 10:42:37.437842,2025-05-27 10:42:37.437844
SAV74066361,CID1000059,Savings,102614.05,,ACTIVE,2022-11-05 10:42:37.437848,2025-05-27 10:42:37.437850
CC42296317,CID1000059,Credit Card,7277.77,150000.0,INACTIVE,2023-01-15 10:42:37.437854,2025-05-27 10:42:37.437855
SAV73610782,CID1000060,Savings,132314.27,,ACTIVE,2023-05-30 10:42:37.437859,2025-05-27 10:42:37.437861
CC51985476,CID1000060,Credit Card,133369.39,100000.0,INACTIVE,2023-01-09 10:42:37.437864,2025-05-27 10:42:37.437866
SAV79597710,CID1000061,Savings,4063.59,,INACTIVE,2023-05-12 10:42:37.437870,2025-05-27 10:42:37.437872
CC21554247,CID1000061,Credit Card,37743.31,50000.0,ACTIVE,2022-12-20 10:42:37.437876,2025-05-27 10:42:37.437878
SAV43547588,CID1000062,Savings,18591.92,,ACTIVE,2023-05-27 10:42:37.437881,2025-05-27 10:42:37.437884
CC28961502,CID1000062,Credit Card,64958.35,100000.0,ACTIVE,2023-07-26 10:42:37.437887,2025-05-27 10:42:37.437889
SAV53734676,CID1000063,Savings,48842.71,,ACTIVE,2023-12-03 10:42:37.437893,2025-05-27 10:42:37.437894
CC66432345,CID1000063,Credit Card,130999.97,50000.0,ACTIVE,2023-10-26 10:42:37.437898,2025-05-27 10:42:37.437900
SAV24444903,CID1000064,Savings,131404.5,,INACTIVE,2022-12-28 10:42:37.437904,2025-05-27 10:42:37.437906
CC84402103,CID1000064,Credit Card,17297.92,150000.0,ACTIVE,2023-08-31 10:42:37.437910,2025-05-27 10:42:37.437912
SAV47681924,CID1000065,Savings,33141.4,,INACTIVE,2024-06-16 10:42:37.437916,2025-05-27 10:42:37.437918
CC41753292,CID1000065,Credit Card,43027.11,50000.0,INACTIVE,2023-06-10 10:42:37.437922,2025-05-27 10:42:37.437923
SAV39138741,CID1000066,Savings,122720.96,,ACTIVE,2025-01-01 10:42:37.437927,2025-05-27 10:42:37.437929
CC60231544,CID1000066,Credit Card,82822.09,50000.0,ACTIVE,2023-12-20 10:42:37.437933,2025-05-27 10:42:37.437935
SAV80600891,CID1000067,Savings,90449.0,,ACTIVE,2024-11-05 10:42:37.437939,2025-05-27 10:42:37.437941
CC15996845,CID1000067,Credit Card,126123.95,150000.0,ACTIVE,2024-09-20 10:42:37.437944,2025-05-27 10:42:37.437946
SAV57305549,CID1000068,Savings,114484.36,,INACTIVE,2024-09-15 10:42:37.437952,2025-05-27 10:42:37.437956
CC77981444,CID1000068,Credit Card,31765.44,150000.0,ACTIVE,2022-12-12 10:42:37.437963,2025-05-27 10:42:37.437966
SAV65352459,CID1000069,Savings,164626.72,,ACTIVE,2023-06-25 10:42:37.437972,2025-05-27 10:42:37.437975
CC45428258,CID1000069,Credit Card,11910.18,100000.0,ACTIVE,2023-12-03 10:42:37.437981,2025-05-27 10:42:37.437985
SAV57463773,CID1000070,Savings,110498.4,,ACTIVE,2023-09-21 10:42:37.437991,2025-05-27 10:42:37.437992
CC85794690,CID1000070,Credit Card,112588.43,100000.0,INACTIVE,2022-11-26 10:42:37.437996,2025-05-27 10:42:37.437998
SAV41479818,CID1000071,Savings,63614.51,,ACTIVE,2023-09-25 10:42:37.438002,2025-05-27 10:42:37.438004
CC75878588,CID1000071,Credit Card,91302.59,100000.0,ACTIVE,2024-09-14 10:42:37.438007,2025-05-27 10:42:37.438009
SAV39027878,CID1000072,Savings,153745.91,,INACTIVE,2023-03-29 10:42:37.438013,2025-05-27 10:42:37.438015
CC19294055,CID1000072,Credit Card,97419.37,150000.0,INACTIVE,2024-12-05 10:42:37.438018,2025-05-27 10:42:37.438020
SAV98751265,CID1000073,Savings,121746.0,,ACTIVE,2023-03-09 10:42:37.438025,2025-05-27 10:42:37.438027
CC71020345,CID1000073,Credit Card,71664.73,150000.0,ACTIVE,2024-12-04 10:42:37.438030,2025-05-27 10:42:37.438032
SAV31042575,CID1000074,Savings,27008.71,,INACTIVE,2023-02-12 10:42:37.438036,2025-05-27 10:42:37.438038
CC67736787,CID1000074,Credit Card,21514.21,100000.0,INACTIVE,2025-01-16 10:42:37.438042,2025-05-27 10:42:37.438044
SAV61777822,CID1000075,Savings,49065.2,,INACTIVE,2023-10-31 10:42:37.438048,2025-05-27 10:42:37.438050
CC80629700,CID1000075,Credit Card,93605.21,150000.0,ACTIVE,2024-01-26 10:42:37.438053,2025-05-27 10:42:37.438055
SAV34735840,CID1000076,Savings,167756.49,,ACTIVE,2023-08-02 10:42:37.438059,2025-05-27 10:42:37.438060
CC78285305,CID1000076,Credit Card,70002.62,100000.0,ACTIVE,2024-05-26 10:42:37.438064,2025-05-27 10:42:37.438066
SAV48792327,CID1000077,Savings,89012.49,,INACTIVE,2023-10-17 10:42:37.438069,2025-05-27 10:42:37.438071
CC95182398,CID1000077,Credit Card,8850.2,150000.0,INACTIVE,2023-07-01 10:42:37.438075,2025-05-27 10:42:37.438077
SAV34222835,CID1000078,Savings,12006.58,,ACTIVE,2024-08-06 10:42:37.438081,2025-05-27 10:42:37.438083
CC87159978,CID1000078,Credit Card,132544.98,100000.0,INACTIVE,2024-07-01 10:42:37.438086,2025-05-27 10:42:37.438090
SAV56717961,CID1000079,Savings,3524.24,,INACTIVE,2023-08-17 10:42:37.438096,2025-05-27 10:42:37.438100
CC94579953,CID1000079,Credit Card,82474.99,100000.0,ACTIVE,2023-07-23 10:42:37.438106,2025-05-27 10:42:37.438110
SAV11798689,CID1000080,Savings,28149.07,,ACTIVE,2025-01-26 10:42:37.438118,2025-05-27 10:42:37.438122
CC15042528,CID1000080,Credit Card,50930.78,150000.0,INACTIVE,2023-07-29 10:42:37.438127,2025-05-27 10:42:37.438129
SAV90952704,CID1000081,Savings,35374.18,,ACTIVE,2024-05-30 10:42:37.438133,2025-05-27 10:42:37.438136
CC71534478,CID1000081,Credit Card,68811.14,100000.0,INACTIVE,2023-01-23 10:42:37.438139,2025-05-27 10:42:37.438141
SAV55776637,CID1000082,Savings,121293.95,,ACTIVE,2023-01-18 10:42:37.438145,2025-05-27 10:42:37.438147
CC61642207,CID1000082,Credit Card,128511.56,150000.0,INACTIVE,2024-04-04 10:42:37.438151,2025-05-27 10:42:37.438153
SAV42499502,CID1000083,Savings,167355.43,,INACTIVE,2024-08-18 10:42:37.438156,2025-05-27 10:42:37.438159
CC80201239,CID1000083,Credit Card,70265.38,100000.0,ACTIVE,2024-01-20 10:42:37.438162,2025-05-27 10:42:37.438165
SAV88962630,CID1000084,Savings,128676.98,,ACTIVE,2024-01-23 10:42:37.438169,2025-05-27 10:42:37.438171
CC74940946,CID1000084,Credit Card,113582.1,150000.0,INACTIVE,2024-10-02 10:42:37.438174,2025-05-27 10:42:37.438176
SAV94644456,CID1000085,Savings,71813.24,,ACTIVE,2023-09-01 10:42:37.438180,2025-05-27 10:42:37.438182
CC47371949,CID1000085,Credit Card,43289.51,150000.0,INACTIVE,2023-03-12 10:42:37.438185,2025-05-27 10:42:37.438187
SAV84941294,CID1000086,Savings,55293.03,,ACTIVE,2025-02-08 10:42:37.438191,2025-05-27 10:42:37.438193
CC83386995,CID1000086,Credit Card,32712.11,100000.0,ACTIVE,2023-01-15 10:42:37.438197,2025-05-27 10:42:37.438199
SAV79950165,CID1000087,Savings,165044.49,,INACTIVE,2024-07-19 10:42:37.438203,2025-05-27 10:42:37.438205
CC66560855,CID1000087,Credit Card,110625.16,100000.0,INACTIVE,2023-03-12 10:42:37.438208,2025-05-27 10:42:37.438210
SAV28075854,CID1000088,Savings,36675.96,,ACTIVE,2024-07-30 10:42:37.438214,2025-05-27 10:42:37.438216
CC38009729,CID1000088,Credit Card,53084.22,100000.0,INACTIVE,2024-05-17 10:42:37.438219,2025-05-27 10:42:37.438223
SAV69363108,CID1000089,Savings,18458.37,,ACTIVE,2022-11-03 10:42:37.438227,2025-05-27 10:42:37.438229
CC19489483,CID1000089,Credit Card,134694.28,100000.0,INACTIVE,2024-09-27 10:42:37.438233,2025-05-27 10:42:37.438234
SAV87592201,CID1000090,Savings,113033.45,,INACTIVE,2024-10-24 10:42:37.438239,2025-05-27 10:42:37.438240
CC93474063,CID1000090,Credit Card,125025.17,50000.0,INACTIVE,2023-05-22 10:42:37.438244,2025-05-27 10:42:37.438246
SAV25246954,CID1000091,Savings,68533.77,,ACTIVE,2024-03-07 10:42:37.438250,2025-05-27 10:42:37.438252
CC73077854,CID1000091,Credit Card,144310.86,100000.0,ACTIVE,2023-11-28 10:42:37.438256,2025-05-27 10:42:37.438260
SAV44019709,CID1000092,Savings,105356.32,,INACTIVE,2024-06-15 10:42:37.438266,2025-05-27 10:42:37.438269
CC33223002,CID1000092,Credit Card,29872.7,100000.0,INACTIVE,2024-01-22 10:42:37.438275,2025-05-27 10:42:37.438279
SAV40469333,CID1000093,Savings,131055.01,,ACTIVE,2023-12-25 10:42:37.438285,2025-05-27 10:42:37.438290
CC55646540,CID1000093,Credit Card,91195.86,50000.0,ACTIVE,2023-09-15 10:42:37.438294,2025-05-27 10:42:37.438297
SAV45738645,CID1000094,Savings,130657.72,,INACTIVE,2023-11-14 10:42:37.438300,2025-05-27 10:42:37.438302
CC62816775,CID1000094,Credit Card,105371.8,150000.0,ACTIVE,2023-07-22 10:42:37.438305,2025-05-27 10:42:37.438307
SAV74225490,CID1000095,Savings,83962.94,,INACTIVE,2023-03-30 10:42:37.438311,2025-05-27 10:42:37.438313
CC62287740,CID1000095,Credit Card,7531.36,100000.0,ACTIVE,2024-01-21 10:42:37.438317,2025-05-27 10:42:37.438319
SAV43270696,CID1000096,Savings,68893.11,,ACTIVE,2023-03-26 10:42:37.438323,2025-05-27 10:42:37.438324
CC36597016,CID1000096,Credit Card,81540.75,50000.0,INACTIVE,2024-05-27 10:42:37.438328,2025-05-27 10:42:37.438330
SAV36688089,CID1000097,Savings,128817.18,,INACTIVE,2024-09-26 10:42:37.438334,2025-05-27 10:42:37.438336
CC28758447,CID1000097,Credit Card,12713.97,50000.0,INACTIVE,2023-07-14 10:42:37.438339,2025-05-27 10:42:37.438341
SAV87700696,CID1000098,Savings,84396.25,,INACTIVE,2023-02-26 10:42:37.438344,2025-05-27 10:42:37.438346
CC85190759,CID1000098,Credit Card,116218.07,100000.0,INACTIVE,2023-05-02 10:42:37.438350,2025-05-27 10:42:37.438352
SAV39916402,CID1000099,Savings,106302.56,,ACTIVE,2023-08-18 10:42:37.438355,2025-05-27 10:42:37.438358
CC16061158,CID1000099,Credit Card,26469.32,150000.0,ACTIVE,2024-01-04 10:42:37.438364,2025-05-27 10:42:37.438367
